YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),,,,,,
1990,IA,"Combined Heat and Power, Electric Power",Natural Gas,20844.00,,,,,,
1990,IA,"Combined Heat and Power, Commercial Power",Total,17195.00,,,,,,
1990,IA,"Combined Heat and Power, Commercial Power",Coal,11908.00,,,,,,
1990,IA,"Combined Heat and Power, Commercial Power",Natural Gas,4931.00,,,,,,
1990,IA,"Combined Heat and Power, Commercial Power",Petroleum,356.00,,,,,,
1990,ID,Total Electric Power Industry,Total,9691475.00,,,,,,
1990,ID,Total Electric Power Industry,Coal,44371.00,,,,,,
1990,ID,Total Electric Power Industry,Hydroelectric Conventional,9114990.00,,,,,,
1990,ID,Total Electric Power Industry,Natural Gas,55714.00,,,,,,
1990,ID,Total Electric Power Industry,Other,65203.00,,,,,,
1990,ID,Total Electric Power Industry,Petroleum,994.00,,,,,,
1990,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,410203.00,,,,,,
1990,ID,"Electric Generators, Independent Power Producers",Total,497628.00,,,,,,
1990,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,497628.00,,,,,,
1990,ID,"Electric Generators, Electric Utilities",Total,8617977.00,,,,,,
1990,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,8617362.00,,,,,,
1990,ID,"Electric Generators, Electric Utilities",Petroleum,615.00,,,,,,
1990,ID,"Combined Heat and Power, Industrial Power",Total,494877.00,,,,,,
1990,ID,"Combined Heat and Power, Industrial Power",Coal,44371.00,,,,,,
1990,ID,"Combined Heat and Power, Industrial Power",Natural Gas,55714.00,,,,,,
1990,ID,"Combined Heat and Power, Industrial Power",Other,65203.00,,,,,,
1990,ID,"Combined Heat and Power, Industrial Power",Petroleum,379.00,,,,,,
1990,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,329210.00,,,,,,
1990,ID,"Combined Heat and Power, Electric Power",Total,80993.00,,,,,,
1990,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,80993.00,,,,,,
1990,IL,Total Electric Power Industry,Total,129392471.00,,,,,,
1990,IL,Total Electric Power Industry,Coal,54966018.00,,,,,,
1990,IL,Total Electric Power Industry,Hydroelectric Conventional,143926.00,,,,,,
1990,IL,Total Electric Power Industry,Natural Gas,1419891.00,,,,,,
1990,IL,Total Electric Power Industry,Nuclear,71887302.00,,,,,,
1990,IL,Total Electric Power Industry,Other Biomass,154855.00,,,,,,
1990,IL,Total Electric Power Industry,Other Gases,381562.00,,,,,,
1990,IL,Total Electric Power Industry,Petroleum,438584.00,,,,,,
1990,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,333.00,,,,,,
1990,IL,"Electric Generators, Independent Power Producers",Total,209717.00,,,,,,
1990,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,83086.00,,,,,,
1990,IL,"Electric Generators, Independent Power Producers",Other Biomass,126525.00,,,,,,
1990,IL,"Electric Generators, Independent Power Producers",Petroleum,106.00,,,,,,
1990,IL,"Electric Generators, Electric Utilities",Total,126977389.00,,,,,,
1990,IL,"Electric Generators, Electric Utilities",Coal,53865768.00,,,,,,
1990,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,60840.00,,,,,,
1990,IL,"Electric Generators, Electric Utilities",Natural Gas,740926.00,,,,,,
1990,IL,"Electric Generators, Electric Utilities",Nuclear,71887302.00,,,,,,
1990,IL,"Electric Generators, Electric Utilities",Petroleum,422553.00,,,,,,
1990,IL,"Combined Heat and Power, Industrial Power",Total,2097646.00,,,,,,
1990,IL,"Combined Heat and Power, Industrial Power",Coal,1100250.00,,,,,,
1990,IL,"Combined Heat and Power, Industrial Power",Natural Gas,599576.00,,,,,,
1990,IL,"Combined Heat and Power, Industrial Power",Other Gases,381562.00,,,,,,
1990,IL,"Combined Heat and Power, Industrial Power",Petroleum,15925.00,,,,,,
1990,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,333.00,,,,,,
1990,IL,"Combined Heat and Power, Electric Power",Total,37664.00,,,,,,
1990,IL,"Combined Heat and Power, Electric Power",Natural Gas,9334.00,,,,,,
1990,IL,"Combined Heat and Power, Electric Power",Other Biomass,28330.00,,,,,,
1990,IL,"Combined Heat and Power, Commercial Power",Total,70055.00,,,,,,
1990,IL,"Combined Heat and Power, Commercial Power",Natural Gas,70055.00,,,,,,
1990,IL,"Combined Heat and Power, Commercial Power",Petroleum,0.00,,,,,,
1990,IN,Total Electric Power Industry,Total,101417116.00,,,,,,
1990,IN,Total Electric Power Industry,Coal,96925554.00,,,,,,
1990,IN,Total Electric Power Industry,Hydroelectric Conventional,441021.00,,,,,,
1990,IN,Total Electric Power Industry,Natural Gas,1470837.00,,,,,,
1990,IN,Total Electric Power Industry,Other Biomass,37117.00,,,,,,
1990,IN,Total Electric Power Industry,Other Gases,1674549.00,,,,,,
1990,IN,Total Electric Power Industry,Petroleum,868038.00,,,,,,
1990,IN,"Electric Generators, Electric Utilities",Total,97738497.00,,,,,,
1990,IN,"Electric Generators, Electric Utilities",Coal,96012872.00,,,,,,
1990,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,441021.00,,,,,,
1990,IN,"Electric Generators, Electric Utilities",Natural Gas,610620.00,,,,,,
1990,IN,"Electric Generators, Electric Utilities",Petroleum,673984.00,,,,,,
1990,IN,"Combined Heat and Power, Industrial Power",Total,3555176.00,,,,,,
1990,IN,"Combined Heat and Power, Industrial Power",Coal,831188.00,,,,,,
1990,IN,"Combined Heat and Power, Industrial Power",Natural Gas,855943.00,,,,,,
1990,IN,"Combined Heat and Power, Industrial Power",Other Gases,1674549.00,,,,,,
1990,IN,"Combined Heat and Power, Industrial Power",Petroleum,193496.00,,,,,,
1990,IN,"Combined Heat and Power, Commercial Power",Total,123443.00,,,,,,
1990,IN,"Combined Heat and Power, Commercial Power",Coal,81494.00,,,,,,
1990,IN,"Combined Heat and Power, Commercial Power",Natural Gas,4274.00,,,,,,
1990,IN,"Combined Heat and Power, Commercial Power",Other Biomass,37117.00,,,,,,
1990,IN,"Combined Heat and Power, Commercial Power",Petroleum,558.00,,,,,,
1990,KS,Total Electric Power Industry,Total,34184857.00,,,,,,
1990,KS,Total Electric Power Industry,Coal,23720258.00,,,,,,
1990,KS,Total Electric Power Industry,Hydroelectric Conventional,13234.00,,,,,,
1990,KS,Total Electric Power Industry,Natural Gas,2502807.00,,,,,,
1990,KS,Total Electric Power Industry,Nuclear,7874487.00,,,,,,
1990,KS,Total Electric Power Industry,Petroleum,74026.00,,,,,,
1990,KS,Total Electric Power Industry,Wind,45.00,,,,,,
1990,KS,"Electric Generators, Independent Power Producers",Total,1465.00,,,,,,
1990,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1465.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Total,33868644.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Coal,23720258.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11769.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Natural Gas,2196341.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Nuclear,7874487.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Petroleum,65744.00,,,,,,
1990,KS,"Electric Generators, Electric Utilities",Wind,45.00,,,,,,
1990,KS,"Combined Heat and Power, Industrial Power",Total,314748.00,,,,,,
1990,KS,"Combined Heat and Power, Industrial Power",Natural Gas,306466.00,,,,,,
1990,KS,"Combined Heat and Power, Industrial Power",Petroleum,8282.00,,,,,,
1990,KY,Total Electric Power Industry,Total,73807286.00,,,,,,
1990,KY,Total Electric Power Industry,Coal,70500461.00,,,,,,
1990,KY,Total Electric Power Industry,Hydroelectric Conventional,3160383.00,,,,,,
1990,KY,Total Electric Power Industry,Natural Gas,27796.00,,,,,,
1990,KY,Total Electric Power Industry,Petroleum,118646.00,,,,,,
1990,KY,"Electric Generators, Electric Utilities",Total,73807286.00,,,,,,
1990,KY,"Electric Generators, Electric Utilities",Coal,70500461.00,,,,,,
1990,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3160383.00,,,,,,
1990,KY,"Electric Generators, Electric Utilities",Natural Gas,27796.00,,,,,,
1990,KY,"Electric Generators, Electric Utilities",Petroleum,118646.00,,,,,,
1990,LA,Total Electric Power Industry,Total,76465630.00,,,,,,
1990,LA,Total Electric Power Industry,Coal,17856687.00,,,,,,
1990,LA,Total Electric Power Industry,Hydroelectric Conventional,656492.00,,,,,,
1990,LA,Total Electric Power Industry,Natural Gas,39474866.00,,,,,,
1990,LA,Total Electric Power Industry,Nuclear,14196784.00,,,,,,
1990,LA,Total Electric Power Industry,Other,1292819.00,,,,,,
1990,LA,Total Electric Power Industry,Other Biomass,91646.00,,,,,,
1990,LA,Total Electric Power Industry,Other Gases,440700.00,,,,,,
1990,LA,Total Electric Power Industry,Petroleum,232098.00,,,,,,
1990,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2223538.00,,,,,,
1990,LA,"Electric Generators, Independent Power Producers",Total,865775.00,,,,,,
1990,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,656492.00,,,,,,
1990,LA,"Electric Generators, Independent Power Producers",Natural Gas,28014.00,,,,,,
1990,LA,"Electric Generators, Independent Power Producers",Other Biomass,91646.00,,,,,,
1990,LA,"Electric Generators, Independent Power Producers",Petroleum,89623.00,,,,,,
1990,LA,"Electric Generators, Electric Utilities",Total,58168408.00,,,,,,
1990,LA,"Electric Generators, Electric Utilities",Coal,17800084.00,,,,,,
1990,LA,"Electric Generators, Electric Utilities",Natural Gas,26041280.00,,,,,,
1990,LA,"Electric Generators, Electric Utilities",Nuclear,14196784.00,,,,,,
1990,LA,"Electric Generators, Electric Utilities",Petroleum,130260.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Total,15797113.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Coal,56603.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Natural Gas,11771238.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Other,1292819.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Other Gases,440700.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Petroleum,12215.00,,,,,,
1990,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2223538.00,,,,,,
1990,LA,"Combined Heat and Power, Electric Power",Total,1603665.00,,,,,,
1990,LA,"Combined Heat and Power, Electric Power",Natural Gas,1603665.00,,,,,,
1990,LA,"Combined Heat and Power, Electric Power",Petroleum,0.00,,,,,,
1990,LA,"Combined Heat and Power, Commercial Power",Total,30669.00,,,,,,
1990,LA,"Combined Heat and Power, Commercial Power",Natural Gas,30669.00,,,,,,
1990,MA,Total Electric Power Industry,Total,39811011.00,,,,,,
1990,MA,Total Electric Power Industry,Coal,11365893.00,,,,,,
1990,MA,Total Electric Power Industry,Hydroelectric Conventional,1249242.00,,,,,,
1990,MA,Total Electric Power Industry,Natural Gas,6132702.00,,,,,,
1990,MA,Total Electric Power Industry,Nuclear,5069620.00,,,,,,
1990,MA,Total Electric Power Industry,Other Biomass,1560515.00,,,,,,
1990,MA,Total Electric Power Industry,Other Gases,830.00,,,,,,
1990,MA,Total Electric Power Industry,Petroleum,15101792.00,,,,,,
1990,MA,Total Electric Power Industry,Pumped Storage,-669583.00,,,,,,
1990,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0.00,,,,,,
1990,MA,"Electric Generators, Independent Power Producers",Total,1729309.00,,,,,,
1990,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,268881.00,,,,,,
1990,MA,"Electric Generators, Independent Power Producers",Natural Gas,6403.00,,,,,,
1990,MA,"Electric Generators, Independent Power Producers",Other Biomass,1445924.00,,,,,,
1990,MA,"Electric Generators, Independent Power Producers",Petroleum,8101.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Total,36478610.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Coal,11273069.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,969108.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Natural Gas,5279993.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Nuclear,5069620.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Petroleum,14556403.00,,,,,,
1990,MA,"Electric Generators, Electric Utilities",Pumped Storage,-669583.00,,,,,,
1990,MA,"Combined Heat and Power, Industrial Power",Total,546661.00,,,,,,
1990,MA,"Combined Heat and Power, Industrial Power",Coal,39187.00,,,,,,
1990,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,11253.00,,,,,,
1990,MA,"Combined Heat and Power, Industrial Power",Natural Gas,240711.00,,,,,,
1990,MA,"Combined Heat and Power, Industrial Power",Other Biomass,69738.00,,,,,,
1990,MA,"Combined Heat and Power, Industrial Power",Petroleum,185772.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Total,750576.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Coal,53637.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Natural Gas,592055.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Other Biomass,44845.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Other Gases,830.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Petroleum,59209.00,,,,,,
1990,MA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0.00,,,,,,
1990,MA,"Combined Heat and Power, Commercial Power",Total,305855.00,,,,,,
1990,MA,"Combined Heat and Power, Commercial Power",Natural Gas,13540.00,,,,,,
1990,MA,"Combined Heat and Power, Commercial Power",Other Biomass,8.00,,,,,,
1990,MA,"Combined Heat and Power, Commercial Power",Petroleum,292307.00,,,,,,
1990,MD,Total Electric Power Industry,Total,33162292.00,,,,,,
1990,MD,Total Electric Power Industry,Coal,23509862.00,,,,,,
1990,MD,Total Electric Power Industry,Hydroelectric Conventional,2298910.00,,,,,,
1990,MD,Total Electric Power Industry,Natural Gas,1522443.00,,,,,,
1990,MD,Total Electric Power Industry,Nuclear,1251416.00,,,,,,
1990,MD,Total Electric Power Industry,Other Biomass,371074.00,,,,,,
1990,MD,Total Electric Power Industry,Other Gases,488197.00,,,,,,
1990,MD,Total Electric Power Industry,Petroleum,3571272.00,,,,,,
1990,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,149118.00,,,,,,
1990,MD,"Electric Generators, Independent Power Producers",Total,19857.00,,,,,,
1990,MD,"Electric Generators, Independent Power Producers",Other Biomass,19857.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Total,31497406.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Coal,23299412.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2298910.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Natural Gas,1319588.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Nuclear,1251416.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Other Biomass,0.00,,,,,,
1990,MD,"Electric Generators, Electric Utilities",Petroleum,3328080.00,,,,,,
1990,MD,"Combined Heat and Power, Industrial Power",Total,347398.00,,,,,,
1990,MD,"Combined Heat and Power, Industrial Power",Coal,183267.00,,,,,,
1990,MD,"Combined Heat and Power, Industrial Power",Natural Gas,28381.00,,,,,,
1990,MD,"Combined Heat and Power, Industrial Power",Petroleum,4102.00,,,,,,
1990,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,131648.00,,,,,,
1990,MD,"Combined Heat and Power, Electric Power",Total,1227014.00,,,,,,
1990,MD,"Combined Heat and Power, Electric Power",Natural Gas,174474.00,,,,,,
1990,MD,"Combined Heat and Power, Electric Power",Other Biomass,334824.00,,,,,,
1990,MD,"Combined Heat and Power, Electric Power",Other Gases,488197.00,,,,,,
1990,MD,"Combined Heat and Power, Electric Power",Petroleum,229519.00,,,,,,
1990,MD,"Combined Heat and Power, Commercial Power",Total,70617.00,,,,,,
1990,MD,"Combined Heat and Power, Commercial Power",Coal,27183.00,,,,,,
1990,MD,"Combined Heat and Power, Commercial Power",Other Biomass,16393.00,,,,,,
1990,MD,"Combined Heat and Power, Commercial Power",Petroleum,9571.00,,,,,,
1990,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,17470.00,,,,,,
1990,ME,Total Electric Power Industry,Total,15946014.00,,,,,,
1990,ME,Total Electric Power Industry,Coal,453218.00,,,,,,
1990,ME,Total Electric Power Industry,Hydroelectric Conventional,4090536.00,,,,,,
1990,ME,Total Electric Power Industry,Natural Gas,50786.00,,,,,,
1990,ME,Total Electric Power Industry,Nuclear,4860727.00,,,,,,
1990,ME,Total Electric Power Industry,Other Biomass,360798.00,,,,,,
1990,ME,Total Electric Power Industry,Petroleum,3081100.00,,,,,,
1990,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3048849.00,,,,,,
1990,ME,"Electric Generators, Independent Power Producers",Total,1880019.00,,,,,,
1990,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,636300.00,,,,,,
1990,ME,"Electric Generators, Independent Power Producers",Natural Gas,13277.00,,,,,,
1990,ME,"Electric Generators, Independent Power Producers",Other Biomass,195063.00,,,,,,
1990,ME,"Electric Generators, Independent Power Producers",Petroleum,1738.00,,,,,,
1990,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1033641.00,,,,,,
1990,ME,"Electric Generators, Electric Utilities",Total,9063595.00,,,,,,
1990,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2110064.00,,,,,,
1990,ME,"Electric Generators, Electric Utilities",Nuclear,4860727.00,,,,,,
1990,ME,"Electric Generators, Electric Utilities",Petroleum,2092804.00,,,,,,
